,index,date,State,fips,colorvalue,deaths,code
215,215,2020-02-27,Nebraska,31,13,0,NE
216,216,2020-02-27,Texas,48,10,0,TX
217,217,2020-02-27,Utah,49,1,0,UT
218,218,2020-02-27,Washington,53,5,0,WA
219,219,2020-02-27,Wisconsin,55,1,0,WI
220,220,2020-02-28,Arizona,4,1,0,AZ
221,221,2020-02-28,California,6,27,0,CA
222,222,2020-02-28,Illinois,17,2,0,IL
223,223,2020-02-28,Massachusetts,25,1,0,MA
224,224,2020-02-28,Nebraska,31,13,0,NE
225,225,2020-02-28,Oregon,41,1,0,OR
226,226,2020-02-28,Texas,48,11,0,TX
227,227,2020-02-28,Utah,49,1,0,UT
228,228,2020-02-28,Washington,53,7,0,WA
229,229,2020-02-28,Wisconsin,55,1,0,WI
230,230,2020-02-29,Arizona,4,1,0,AZ
231,231,2020-02-29,California,6,28,0,CA
232,232,2020-02-29,Illinois,17,3,0,IL
233,233,2020-02-29,Massachusetts,25,1,0,MA
234,234,2020-02-29,Nebraska,31,13,0,NE
235,235,2020-02-29,Oregon,41,1,0,OR
236,236,2020-02-29,Texas,48,11,0,TX
237,237,2020-02-29,Utah,49,1,0,UT
238,238,2020-02-29,Washington,53,10,1,WA
239,239,2020-02-29,Wisconsin,55,1,0,WI
240,240,2020-03-01,Arizona,4,1,0,AZ
241,241,2020-03-01,California,6,33,0,CA
242,242,2020-03-01,Florida,12,2,0,FL
243,243,2020-03-01,Illinois,17,3,0,IL
244,244,2020-03-01,Massachusetts,25,1,0,MA
245,245,2020-03-01,Nebraska,31,13,0,NE
246,246,2020-03-01,New York,36,1,0,NY
247,247,2020-03-01,Oregon,41,2,0,OR
248,248,2020-03-01,Rhode Island,44,2,0,RI
249,249,2020-03-01,Texas,48,11,0,TX
250,250,2020-03-01,Utah,49,1,0,UT
251,251,2020-03-01,Washington,53,17,3,WA
252,252,2020-03-01,Wisconsin,55,1,0,WI
253,253,2020-03-02,Arizona,4,1,0,AZ
254,254,2020-03-02,California,6,38,0,CA
255,255,2020-03-02,Florida,12,2,0,FL
256,256,2020-03-02,Georgia,13,2,0,GA
257,257,2020-03-02,Illinois,17,4,0,IL
258,258,2020-03-02,Massachusetts,25,2,0,MA
259,259,2020-03-02,Nebraska,31,13,0,NE
260,260,2020-03-02,New Hampshire,33,1,0,NH
261,261,2020-03-02,New York,36,1,0,NY
262,262,2020-03-02,Oregon,41,2,0,OR
263,263,2020-03-02,Rhode Island,44,2,0,RI
264,264,2020-03-02,Texas,48,11,0,TX
265,265,2020-03-02,Utah,49,1,0,UT
266,266,2020-03-02,Washington,53,23,6,WA
267,267,2020-03-02,Wisconsin,55,1,0,WI
268,268,2020-03-03,Arizona,4,2,0,AZ
269,269,2020-03-03,California,6,45,0,CA
270,270,2020-03-03,Florida,12,3,0,FL
271,271,2020-03-03,Georgia,13,2,0,GA
272,272,2020-03-03,Illinois,17,4,0,IL
273,273,2020-03-03,Massachusetts,25,2,0,MA
274,274,2020-03-03,Nebraska,31,13,0,NE
275,275,2020-03-03,New Hampshire,33,2,0,NH
276,276,2020-03-03,New York,36,2,0,NY
277,277,2020-03-03,North Carolina,37,1,0,NC
278,278,2020-03-03,Oregon,41,2,0,OR
279,279,2020-03-03,Rhode Island,44,2,0,RI
280,280,2020-03-03,Texas,48,11,0,TX
281,281,2020-03-03,Utah,49,1,0,UT
282,282,2020-03-03,Washington,53,32,10,WA
283,283,2020-03-03,Wisconsin,55,1,0,WI
284,284,2020-03-04,Arizona,4,2,0,AZ
285,285,2020-03-04,California,6,55,1,CA
286,286,2020-03-04,Florida,12,3,0,FL
287,287,2020-03-04,Georgia,13,2,0,GA
288,288,2020-03-04,Illinois,17,4,0,IL
289,289,2020-03-04,Massachusetts,25,2,0,MA
290,290,2020-03-04,Nebraska,31,13,0,NE
291,291,2020-03-04,New Hampshire,33,2,0,NH
292,292,2020-03-04,New Jersey,34,1,0,NJ
293,293,2020-03-04,New York,36,11,0,NY
294,294,2020-03-04,North Carolina,37,1,0,NC
295,295,2020-03-04,Oregon,41,2,0,OR
296,296,2020-03-04,Rhode Island,44,2,0,RI
297,297,2020-03-04,Texas,48,12,0,TX
298,298,2020-03-04,Utah,49,1,0,UT
299,299,2020-03-04,Washington,53,47,11,WA
300,300,2020-03-04,Wisconsin,55,1,0,WI
301,301,2020-03-05,Arizona,4,2,0,AZ
302,302,2020-03-05,California,6,67,1,CA
303,303,2020-03-05,Colorado,8,2,0,CO
304,304,2020-03-05,Florida,12,4,0,FL
305,305,2020-03-05,Georgia,13,2,0,GA
306,306,2020-03-05,Illinois,17,5,0,IL
307,307,2020-03-05,Maryland,24,3,0,MD
308,308,2020-03-05,Massachusetts,25,3,0,MA
309,309,2020-03-05,Nebraska,31,13,0,NE
310,310,2020-03-05,Nevada,32,2,0,NV
311,311,2020-03-05,New Hampshire,33,2,0,NH
312,312,2020-03-05,New Jersey,34,2,0,NJ
313,313,2020-03-05,New York,36,22,0,NY
314,314,2020-03-05,North Carolina,37,1,0,NC
315,315,2020-03-05,Oregon,41,2,0,OR
316,316,2020-03-05,Rhode Island,44,2,0,RI
317,317,2020-03-05,Tennessee,47,1,0,TN
318,318,2020-03-05,Texas,48,16,0,TX
319,319,2020-03-05,Utah,49,1,0,UT
320,320,2020-03-05,Washington,53,75,11,WA
321,321,2020-03-05,Wisconsin,55,1,0,WI
322,322,2020-03-06,Arizona,4,3,0,AZ
323,323,2020-03-06,California,6,81,1,CA
324,324,2020-03-06,Colorado,8,8,0,CO
325,325,2020-03-06,Florida,12,7,2,FL
326,326,2020-03-06,Georgia,13,3,0,GA
327,327,2020-03-06,Hawaii,15,1,0,HI
328,328,2020-03-06,Illinois,17,6,0,IL
329,329,2020-03-06,Indiana,18,1,0,IN
330,330,2020-03-06,Kentucky,21,1,0,KY
331,331,2020-03-06,Maryland,24,3,0,MD
332,332,2020-03-06,Massachusetts,25,8,0,MA
333,333,2020-03-06,Minnesota,27,1,0,MN
334,334,2020-03-06,Nebraska,31,14,0,NE
335,335,2020-03-06,Nevada,32,2,0,NV
336,336,2020-03-06,New Hampshire,33,2,0,NH
337,337,2020-03-06,New Jersey,34,4,0,NJ
338,338,2020-03-06,New York,36,44,0,NY
339,339,2020-03-06,North Carolina,37,2,0,NC
340,340,2020-03-06,Oklahoma,40,1,0,OK
341,341,2020-03-06,Oregon,41,2,0,OR
342,342,2020-03-06,Pennsylvania,42,2,0,PA
343,343,2020-03-06,Rhode Island,44,3,0,RI
344,344,2020-03-06,South Carolina,45,2,0,SC
345,345,2020-03-06,Tennessee,47,1,0,TN
346,346,2020-03-06,Texas,48,19,0,TX
347,347,2020-03-06,Utah,49,3,0,UT
348,348,2020-03-06,Washington,53,86,12,WA
349,349,2020-03-06,Wisconsin,55,1,0,WI
350,350,2020-03-07,Arizona,4,5,0,AZ
351,351,2020-03-07,California,6,100,1,CA
352,352,2020-03-07,Colorado,8,8,0,CO
353,353,2020-03-07,District of Columbia,11,1,0,DC
354,354,2020-03-07,Florida,12,12,2,FL
355,355,2020-03-07,Georgia,13,7,0,GA
356,356,2020-03-07,Hawaii,15,1,0,HI
357,357,2020-03-07,Illinois,17,6,0,IL
358,358,2020-03-07,Indiana,18,1,0,IN
359,359,2020-03-07,Kansas,20,1,0,KS
360,360,2020-03-07,Kentucky,21,1,0,KY
361,361,2020-03-07,Maryland,24,3,0,MD
362,362,2020-03-07,Massachusetts,25,13,0,MA
363,363,2020-03-07,Minnesota,27,1,0,MN
364,364,2020-03-07,Missouri,29,1,0,MO
365,365,2020-03-07,Nebraska,31,14,0,NE
366,366,2020-03-07,Nevada,32,2,0,NV
367,367,2020-03-07,New Hampshire,33,4,0,NH
368,368,2020-03-07,New Jersey,34,4,0,NJ
369,369,2020-03-07,New York,36,89,0,NY
370,370,2020-03-07,North Carolina,37,2,0,NC
371,371,2020-03-07,Oklahoma,40,1,0,OK
372,372,2020-03-07,Oregon,41,6,0,OR
373,373,2020-03-07,Pennsylvania,42,4,0,PA
374,374,2020-03-07,Rhode Island,44,3,0,RI
375,375,2020-03-07,South Carolina,45,2,0,SC
376,376,2020-03-07,Tennessee,47,1,0,TN
377,377,2020-03-07,Texas,48,19,0,TX
378,378,2020-03-07,Utah,49,3,0,UT
379,379,2020-03-07,Vermont,50,1,0,VT
380,380,2020-03-07,Virginia,51,1,0,VA
381,381,2020-03-07,Washington,53,110,16,WA
382,382,2020-03-07,Wisconsin,55,1,0,WI
383,383,2020-03-08,Arizona,4,5,0,AZ
384,384,2020-03-08,California,6,112,1,CA
385,385,2020-03-08,Colorado,8,8,0,CO
386,386,2020-03-08,Connecticut,9,1,0,CT
387,387,2020-03-08,District of Columbia,11,1,0,DC
388,388,2020-03-08,Florida,12,13,2,FL
389,389,2020-03-08,Georgia,13,11,0,GA
390,390,2020-03-08,Hawaii,15,2,0,HI
391,391,2020-03-08,Illinois,17,7,0,IL
392,392,2020-03-08,Indiana,18,2,0,IN
393,393,2020-03-08,Iowa,19,3,0,IA
394,394,2020-03-08,Kansas,20,1,0,KS
395,395,2020-03-08,Kentucky,21,4,0,KY
396,396,2020-03-08,Maryland,24,5,0,MD
397,397,2020-03-08,Massachusetts,25,28,0,MA
398,398,2020-03-08,Minnesota,27,2,0,MN
399,399,2020-03-08,Missouri,29,1,0,MO
400,400,2020-03-08,Nebraska,31,16,0,NE
401,401,2020-03-08,Nevada,32,4,0,NV
402,402,2020-03-08,New Hampshire,33,4,0,NH
403,403,2020-03-08,New Jersey,34,6,0,NJ
404,404,2020-03-08,New York,36,106,0,NY
405,405,2020-03-08,North Carolina,37,2,0,NC
406,406,2020-03-08,Oklahoma,40,1,0,OK
407,407,2020-03-08,Oregon,41,13,0,OR
408,408,2020-03-08,Pennsylvania,42,6,0,PA
409,409,2020-03-08,Rhode Island,44,3,0,RI
410,410,2020-03-08,South Carolina,45,6,0,SC
411,411,2020-03-08,Tennessee,47,3,0,TN
412,412,2020-03-08,Texas,48,23,0,TX
413,413,2020-03-08,Utah,49,3,0,UT
414,414,2020-03-08,Vermont,50,1,0,VT
415,415,2020-03-08,Virginia,51,2,0,VA
416,416,2020-03-08,Washington,53,141,19,WA
417,417,2020-03-08,Wisconsin,55,1,0,WI
418,418,2020-03-09,Arizona,4,6,0,AZ
419,419,2020-03-09,California,6,172,2,CA
420,420,2020-03-09,Colorado,8,12,0,CO
421,421,2020-03-09,Connecticut,9,2,0,CT
422,422,2020-03-09,District of Columbia,11,4,0,DC
423,423,2020-03-09,Florida,12,14,2,FL
424,424,2020-03-09,Georgia,13,17,0,GA
425,425,2020-03-09,Hawaii,15,2,0,HI
426,426,2020-03-09,Illinois,17,11,0,IL
427,427,2020-03-09,Indiana,18,4,0,IN
428,428,2020-03-09,Iowa,19,8,0,IA
429,429,2020-03-09,Kansas,20,1,0,KS
430,430,2020-03-09,Kentucky,21,5,0,KY
431,431,2020-03-09,Louisiana,22,1,0,LA
432,432,2020-03-09,Maryland,24,6,0,MD
433,433,2020-03-09,Massachusetts,25,41,0,MA
434,434,2020-03-09,Minnesota,27,2,0,MN
435,435,2020-03-09,Missouri,29,1,0,MO
436,436,2020-03-09,Nebraska,31,16,0,NE
437,437,2020-03-09,Nevada,32,4,0,NV
438,438,2020-03-09,New Hampshire,33,4,0,NH
439,439,2020-03-09,New Jersey,34,11,0,NJ
440,440,2020-03-09,New York,36,142,0,NY
441,441,2020-03-09,North Carolina,37,7,0,NC
442,442,2020-03-09,Ohio,39,3,0,OH
443,443,2020-03-09,Oklahoma,40,1,0,OK
444,444,2020-03-09,Oregon,41,13,0,OR
445,445,2020-03-09,Pennsylvania,42,10,0,PA
446,446,2020-03-09,Rhode Island,44,3,0,RI
447,447,2020-03-09,South Carolina,45,7,0,SC
448,448,2020-03-09,Tennessee,47,4,0,TN
449,449,2020-03-09,Texas,48,24,0,TX
450,450,2020-03-09,Utah,49,3,0,UT
451,451,2020-03-09,Vermont,50,1,0,VT
452,452,2020-03-09,Virginia,51,5,0,VA
453,453,2020-03-09,Washington,53,179,22,WA
454,454,2020-03-09,Wisconsin,55,2,0,WI
455,455,2020-03-10,Arizona,4,6,0,AZ
456,456,2020-03-10,California,6,179,3,CA
457,457,2020-03-10,Colorado,8,17,0,CO
458,458,2020-03-10,Connecticut,9,2,0,CT
459,459,2020-03-10,District of Columbia,11,4,0,DC
460,460,2020-03-10,Florida,12,23,2,FL
461,461,2020-03-10,Georgia,13,22,0,GA
462,462,2020-03-10,Hawaii,15,2,0,HI
463,463,2020-03-10,Illinois,17,19,0,IL
464,464,2020-03-10,Indiana,18,6,0,IN
465,465,2020-03-10,Iowa,19,13,0,IA
466,466,2020-03-10,Kansas,20,1,0,KS
467,467,2020-03-10,Kentucky,21,7,0,KY
468,468,2020-03-10,Louisiana,22,6,0,LA
469,469,2020-03-10,Maryland,24,9,0,MD
470,470,2020-03-10,Massachusetts,25,92,0,MA
471,471,2020-03-10,Michigan,26,2,0,MI
472,472,2020-03-10,Minnesota,27,3,0,MN
473,473,2020-03-10,Missouri,29,1,0,MO
474,474,2020-03-10,Nebraska,31,17,0,NE
475,475,2020-03-10,Nevada,32,4,0,NV
476,476,2020-03-10,New Hampshire,33,5,0,NH
477,477,2020-03-10,New Jersey,34,15,1,NJ
478,478,2020-03-10,New York,36,173,0,NY
479,479,2020-03-10,North Carolina,37,7,0,NC
480,480,2020-03-10,Ohio,39,3,0,OH
481,481,2020-03-10,Oklahoma,40,2,0,OK
482,482,2020-03-10,Oregon,41,14,0,OR
483,483,2020-03-10,Pennsylvania,42,12,0,PA
484,484,2020-03-10,Rhode Island,44,5,0,RI
485,485,2020-03-10,South Carolina,45,9,0,SC
486,486,2020-03-10,South Dakota,46,5,1,SD
487,487,2020-03-10,Tennessee,47,7,0,TN
488,488,2020-03-10,Texas,48,31,0,TX
489,489,2020-03-10,Utah,49,4,0,UT
490,490,2020-03-10,Vermont,50,1,0,VT
491,491,2020-03-10,Virginia,51,8,0,VA
492,492,2020-03-10,Washington,53,279,24,WA
493,493,2020-03-10,Wisconsin,55,3,0,WI
494,494,2020-03-11,Arizona,4,9,0,AZ
495,495,2020-03-11,Arkansas,5,1,0,AR
496,496,2020-03-11,California,6,202,4,CA
497,497,2020-03-11,Colorado,8,34,0,CO
498,498,2020-03-11,Connecticut,9,3,0,CT
499,499,2020-03-11,Delaware,10,1,0,DE
500,500,2020-03-11,District of Columbia,11,10,0,DC
501,501,2020-03-11,Florida,12,26,2,FL
502,502,2020-03-11,Georgia,13,31,0,GA
503,503,2020-03-11,Hawaii,15,2,0,HI
504,504,2020-03-11,Illinois,17,25,0,IL
505,505,2020-03-11,Indiana,18,11,0,IN
506,506,2020-03-11,Iowa,19,14,0,IA
507,507,2020-03-11,Kansas,20,1,0,KS
508,508,2020-03-11,Kentucky,21,7,0,KY
509,509,2020-03-11,Louisiana,22,13,0,LA
510,510,2020-03-11,Maryland,24,13,0,MD
511,511,2020-03-11,Massachusetts,25,95,0,MA
512,512,2020-03-11,Michigan,26,2,0,MI
513,513,2020-03-11,Minnesota,27,5,0,MN
514,514,2020-03-11,Mississippi,28,1,0,MS
515,515,2020-03-11,Missouri,29,1,0,MO
516,516,2020-03-11,Nebraska,31,23,0,NE
517,517,2020-03-11,Nevada,32,7,0,NV
518,518,2020-03-11,New Hampshire,33,5,0,NH
519,519,2020-03-11,New Jersey,34,23,1,NJ
520,520,2020-03-11,New Mexico,35,4,0,NM
521,521,2020-03-11,New York,36,217,0,NY
522,522,2020-03-11,North Carolina,37,8,0,NC
523,523,2020-03-11,North Dakota,38,1,0,ND
524,524,2020-03-11,Ohio,39,4,0,OH
525,525,2020-03-11,Oklahoma,40,2,0,OK
526,526,2020-03-11,Oregon,41,20,0,OR
527,527,2020-03-11,Pennsylvania,42,16,0,PA
528,528,2020-03-11,Rhode Island,44,5,0,RI
529,529,2020-03-11,South Carolina,45,10,0,SC
530,530,2020-03-11,South Dakota,46,8,1,SD
531,531,2020-03-11,Tennessee,47,8,0,TN
532,532,2020-03-11,Texas,48,33,0,TX
533,533,2020-03-11,Utah,49,5,0,UT
534,534,2020-03-11,Vermont,50,2,0,VT
535,535,2020-03-11,Virginia,51,10,0,VA
536,536,2020-03-11,Washington,53,338,29,WA
537,537,2020-03-11,Wisconsin,55,6,0,WI
538,538,2020-03-11,Wyoming,56,1,0,WY
539,539,2020-03-12,Alaska,2,1,0,AK
540,540,2020-03-12,Arizona,4,9,0,AZ
541,541,2020-03-12,Arkansas,5,6,0,AR
542,542,2020-03-12,California,6,252,4,CA
543,543,2020-03-12,Colorado,8,49,1,CO
544,544,2020-03-12,Connecticut,9,6,0,CT
545,545,2020-03-12,Delaware,10,4,0,DE
546,546,2020-03-12,District of Columbia,11,10,0,DC
547,547,2020-03-12,Florida,12,46,2,FL
548,548,2020-03-12,Georgia,13,31,1,GA
549,549,2020-03-12,Hawaii,15,2,0,HI
550,550,2020-03-12,Illinois,17,32,0,IL
551,551,2020-03-12,Indiana,18,12,0,IN
552,552,2020-03-12,Iowa,19,16,0,IA
553,553,2020-03-12,Kansas,20,5,1,KS
